user,adgroup_id,pid,clk,cate_id,campaign_id,customer,price,cms_segid,cms_group_id,final_gender_code,age_level,pvalue_level,shopping_level,occupation,new_user_class_level,user_cate,pv_1,cart_1,fav_1,buy_1,pv_2,cart_2,fav_2,buy_2,pv_3,cart_3,fav_3,buy_3,brand_New
18,710956,430548_1007,0,6427,129448,163271,1298.0,0,3,2,3,999999999,2,0,999999999,18_6427,0,0,0,0,0,0,0,0,13,2,0,0,999999999
18,392539,430548_1007,0,6427,180093,74307,88.0,0,3,2,3,999999999,2,0,999999999,18_6427,0,0,0,0,0,0,0,0,13,2,0,0,999999999
18,530242,430548_1007,0,6427,233251,16732,98.0,0,3,2,3,999999999,2,0,999999999,18_6427,0,0,0,0,0,0,0,0,13,2,0,0,342151
18,538213,430548_1007,0,6427,10460,89426,98.0,0,3,2,3,999999999,2,0,999999999,18_6427,0,0,0,0,0,0,0,0,13,2,0,0,173133
18,443970,430548_1007,0,6427,386696,40024,39.9,0,3,2,3,999999999,2,0,999999999,18_6427,0,0,0,0,0,0,0,0,13,2,0,0,383634
2,19024,430539_1007,0,11397,125532,4117,59.8,0,10,1,4,999999999,3,0,2,2_11397,0,0,0,0,0,0,0,0,2,0,0,0,428105
37,532190,430539_1007,0,2842,360032,39458,1000.0,0,2,2,2,999999999,3,0,2,37_2842,0,0,0,0,1,0,0,0,4,0,0,0,6610
37,481705,430539_1007,0,2842,103631,171574,1000.0,0,2,2,2,999999999,3,0,2,37_2842,0,0,0,0,1,0,0,0,4,0,0,0,243025
4,144004,430548_1007,1,6300,252559,187000,268.0,0,11,1,5,999999999,2,0,999999999,4_6300,0,0,0,0,1,0,0,0,4,0,0,0,999999999
50,324214,430548_1007,0,5957,131941,10096,688.0,0,4,2,4,999999999,3,0,2,50_5957,35,0,0,0,3,0,0,0,8,0,0,0,999999999
50,324214,430548_1007,0,5957,131941,10096,688.0,0,4,2,4,999999999,3,0,2,50_5957,35,0,0,0,3,0,0,0,8,0,0,0,999999999
50,324214,430539_1007,0,5957,131941,10096,688.0,0,4,2,4,999999999,3,0,2,50_5957,35,0,0,0,3,0,0,0,8,0,0,0,999999999
50,324214,430548_1007,0,5957,131941,10096,688.0,0,4,2,4,999999999,3,0,2,50_5957,35,0,0,0,3,0,0,0,8,0,0,0,999999999
42,374527,430548_1007,0,10979,263676,42316,338.0,999999999,999999999,999999999,999999999,999999999,999999999,999999999,999999999,42_10979,0,0,0,0,4,0,0,0,0,0,0,0,227627
67,433148,430548_1007,0,4284,386201,27731,159.0,0,2,2,2,1,3,0,999999999,67_4284,3,0,0,0,1,0,0,0,18,0,0,0,62520
67,799495,430548_1007,0,4284,306753,7572,88.0,0,2,2,2,1,3,0,999999999,67_4284,3,0,0,0,1,0,0,0,18,0,0,0,999999999
67,403015,430548_1007,0,4284,138401,1594,178.0,0,2,2,2,1,3,0,999999999,67_4284,3,0,0,0,1,0,0,0,18,0,0,0,58326
67,725105,430548_1007,0,4284,225336,28529,118.0,0,2,2,2,1,3,0,999999999,67_4284,3,0,0,0,1,0,0,0,18,0,0,0,82527
67,630030,430548_1007,0,4284,138401,1594,228.0,0,2,2,2,1,3,0,999999999,67_4284,3,0,0,0,1,0,0,0,18,0,0,0,999999999
67,299480,430548_1007,0,4284,77127,153728,155.0,0,2,2,2,1,3,0,999999999,67_4284,3,0,0,0,1,0,0,0,18,0,0,0,392633
91,441453,430548_1007,0,6952,47221,91992,39.0,0,3,2,3,999999999,3,0,4,91_6952,0,0,0,0,36,0,3,0,0,0,0,0,275122
101,411632,430548_1007,0,4282,338248,92764,88.0,8,2,2,2,1,3,0,4,101_4282,0,0,0,0,1,0,0,0,7,0,0,0,325463
101,549634,430548_1007,0,4282,239404,121091,40.0,8,2,2,2,1,3,0,4,101_4282,0,0,0,0,1,0,0,0,7,0,0,0,999999999
101,549634,430548_1007,0,4282,239404,121091,40.0,8,2,2,2,1,3,0,4,101_4282,0,0,0,0,1,0,0,0,7,0,0,0,999999999
101,770344,430548_1007,0,4282,141726,174509,29.98,8,2,2,2,1,3,0,4,101_4282,0,0,0,0,1,0,0,0,7,0,0,0,999999999
101,641698,430548_1007,0,4282,111504,92764,100.0,8,2,2,2,1,3,0,4,101_4282,0,0,0,0,1,0,0,0,7,0,0,0,325463
101,673760,430548_1007,0,4282,20657,10917,69.9,8,2,2,2,1,3,0,4,101_4282,0,0,0,0,1,0,0,0,7,0,0,0,999999999
101,673760,430548_1007,0,4282,20657,10917,69.9,8,2,2,2,1,3,0,4,101_4282,0,0,0,0,1,0,0,0,7,0,0,0,999999999
101,744872,430548_1007,0,4282,414149,45962,141.0,8,2,2,2,1,3,0,4,101_4282,0,0,0,0,1,0,0,0,7,0,0,0,254132
101,705397,430548_1007,0,4282,175912,151933,39.0,8,2,2,2,1,3,0,4,101_4282,0,0,0,0,1,0,0,0,7,0,0,0,206878
37,397001,430539_1007,0,1535,60114,123055,168.0,0,2,2,2,999999999,3,0,2,37_1535,0,0,0,0,0,0,0,0,3,0,2,0,999999999
37,207670,430539_1007,0,1535,286869,70530,336.0,0,2,2,2,999999999,3,0,2,37_1535,0,0,0,0,0,0,0,0,3,0,2,0,310639
37,600069,430539_1007,0,1535,280775,239436,248.0,0,2,2,2,999999999,3,0,2,37_1535,0,0,0,0,0,0,0,0,3,0,2,0,104470
37,194374,430539_1007,0,2814,420811,52936,2460.0,0,2,2,2,999999999,3,0,2,37_2814,1,0,0,0,4,0,0,0,0,0,0,0,372532
49,789880,430548_1007,0,4520,343887,196007,128.0,0,3,2,3,999999999,2,0,999999999,49_4520,48,4,1,0,8,0,0,0,97,6,0,1,999999999
49,656398,430548_1007,1,4520,275079,236381,128.0,0,3,2,3,999999999,2,0,999999999,49_4520,48,4,1,0,8,0,0,0,97,6,0,1,260362
49,670458,430548_1007,0,4520,296881,144016,135.0,0,3,2,3,999999999,2,0,999999999,49_4520,48,4,1,0,8,0,0,0,97,6,0,1,447105
50,734320,430539_1007,0,824,10758,88864,189.0,0,4,2,4,999999999,3,0,2,50_824,8,0,0,0,16,0,0,0,0,0,0,0,448001
89,706504,430548_1007,0,4521,311133,146680,112.0,0,4,2,4,999999999,3,0,4,89_4521,5,0,0,0,3,0,0,0,1,0,0,0,409658
89,615145,430548_1007,1,4521,90911,31171,99.0,0,4,2,4,999999999,3,0,4,89_4521,5,0,0,0,3,0,0,0,1,0,0,0,999999999
89,554890,430548_1007,0,4521,90911,31171,199.0,0,4,2,4,999999999,3,0,4,89_4521,5,0,0,0,3,0,0,0,1,0,0,0,41715
22,404854,430548_1007,0,4781,339890,248005,21.0,0,8,1,2,999999999,1,0,999999999,22_4781,0,0,0,0,0,0,0,0,0,0,0,0,329290
24,818104,430548_1007,0,6261,129474,174747,41.9,0,1,2,1,999999999,2,0,999999999,24_6261,15,0,0,0,10,0,0,0,8,0,0,0,999999999
24,785478,430548_1007,1,6261,129474,174747,33.9,0,1,2,1,999999999,2,0,999999999,24_6261,15,0,0,0,10,0,0,0,8,0,0,0,999999999
24,656548,430548_1007,1,6261,3487,60230,41.0,0,1,2,1,999999999,2,0,999999999,24_6261,15,0,0,0,10,0,0,0,8,0,0,0,999999999
24,760251,430548_1007,0,6261,129474,174747,32.9,0,1,2,1,999999999,2,0,999999999,24_6261,15,0,0,0,10,0,0,0,8,0,0,0,999999999
24,476104,430548_1007,0,6261,288059,221809,99.0,0,1,2,1,999999999,2,0,999999999,24_6261,15,0,0,0,10,0,0,0,8,0,0,0,999999999
62,353304,430548_1007,0,1665,314858,122114,325.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,451611
62,604083,430548_1007,0,1665,156332,7915,388.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,832051,430548_1007,0,1665,136030,14567,338.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,105308
62,671481,430548_1007,0,1665,291026,59082,599.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,255820
62,671481,430548_1007,0,1665,291026,59082,599.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,255820
62,671481,430548_1007,0,1665,291026,59082,599.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,255820
62,708877,430548_1007,1,1665,36464,119840,288.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,597924,430548_1007,0,1665,419236,41302,369.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,114736
62,637223,430548_1007,0,1665,233884,30006,122.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,711190,430548_1007,0,1665,16695,91723,598.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,402675
62,753369,430548_1007,0,1665,375087,237562,388.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,637449,430548_1007,1,1665,220572,30151,546.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,103729
62,637449,430548_1007,0,1665,220572,30151,546.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,103729
62,637449,430548_1007,1,1665,220572,30151,546.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,103729
62,544770,430548_1007,0,1665,353537,100495,688.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,671560,430548_1007,0,1665,220572,30151,546.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,103729
62,671560,430548_1007,0,1665,220572,30151,546.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,103729
62,807147,430548_1007,0,1665,324227,233617,980.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,222951
62,810999,430548_1007,0,1665,58151,48014,368.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,765207,430548_1007,0,1665,162934,185384,315.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,717277,430548_1007,0,1665,405136,59980,53.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,534245,430548_1007,0,1665,355453,100546,598.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,119108
62,695792,430548_1007,0,1665,193056,51328,398.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,299729
62,835782,430548_1007,0,1665,96962,128209,298.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,260267
62,656912,430548_1007,0,1665,169658,97673,599.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,712136,430548_1007,0,1665,415721,67508,298.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,676362,430548_1007,0,1665,17611,83495,699.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,676362,430548_1007,0,1665,17611,83495,699.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,501234,430548_1007,0,1665,220586,30151,546.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,103729
62,501234,430548_1007,0,1665,220586,30151,546.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,103729
62,501234,430548_1007,0,1665,220586,30151,546.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,103729
62,580700,430548_1007,0,1665,363316,65469,598.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,837717,430548_1007,0,1665,309061,245681,178.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,647462,430548_1007,0,1665,356924,96350,398.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,549113,430548_1007,0,1665,1401,15069,296.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,549113,430548_1007,0,1665,1401,15069,296.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,768823,430548_1007,0,1665,220572,30151,563.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,103729
62,768823,430548_1007,0,1665,220572,30151,563.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,103729
62,768823,430548_1007,0,1665,220572,30151,563.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,103729
62,829199,430548_1007,0,1665,298303,229829,388.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,643540,430548_1007,0,1665,338024,251505,316.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,416036
62,539410,430548_1007,0,1665,136030,14567,338.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,105308
62,491281,430548_1007,0,1665,70497,125037,388.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,327439
62,460385,430548_1007,0,1665,152389,149603,539.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,394768
62,472594,430548_1007,0,1665,127984,87631,258.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,227017
62,612808,430548_1007,0,1665,35122,121804,346.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,364137
62,567742,430548_1007,0,1665,146325,29945,399.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,129966
62,596565,430548_1007,0,1665,98752,119840,388.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,312920
62,720712,430548_1007,0,1665,395185,43136,500.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,740752,430548_1007,0,1665,184812,170396,336.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,740752,430548_1007,0,1665,184812,170396,336.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,819094,430548_1007,0,1665,76514,56948,563.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,30377
62,515719,430548_1007,0,1665,222512,40698,664.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,59708
62,515719,430548_1007,0,1665,222512,40698,664.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,59708
62,580081,430548_1007,0,1665,298303,229829,398.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,580081,430548_1007,0,1665,298303,229829,398.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,697101,430548_1007,0,1665,391476,38817,249.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,396367
62,683061,430548_1007,0,1665,239323,150711,588.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,83836
62,683061,430548_1007,0,1665,239323,150711,588.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,83836
62,701701,430548_1007,0,1665,353537,100495,899.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,552208,430548_1007,0,1665,65066,84880,496.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,554539,430548_1007,0,1665,109473,164660,1995.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,48056
62,696902,430548_1007,0,1665,112012,87631,258.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,227017
62,576536,430548_1007,0,1665,315703,236381,246.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,260362
62,576536,430548_1007,0,1665,315703,236381,246.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,260362
62,818663,430548_1007,0,1665,197771,19815,398.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,802033,430548_1007,0,1665,211077,207082,476.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,824968,430548_1007,0,1665,19755,97673,599.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,684187,430548_1007,0,1665,35652,117370,399.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,684187,430548_1007,0,1665,35652,117370,399.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,659289,430548_1007,0,1665,360936,13787,162.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,659289,430548_1007,0,1665,360936,13787,162.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,659289,430548_1007,0,1665,360936,13787,162.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,723539,430548_1007,0,1665,112012,87631,258.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,227017
62,703414,430548_1007,0,1665,402388,56948,496.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,30377
62,703414,430548_1007,0,1665,402388,56948,496.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,30377
62,703414,430548_1007,0,1665,402388,56948,496.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,30377
62,703414,430548_1007,0,1665,402388,56948,496.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,30377
62,782118,430548_1007,0,1665,36784,125510,168.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,405202
62,796821,430548_1007,1,1665,15197,92329,238.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,550764,430548_1007,0,1665,358470,185384,455.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,462391,430548_1007,0,1665,303364,86165,436.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,607214,430548_1007,0,1665,46241,17153,289.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,327439
62,643952,430548_1007,0,1665,67175,147093,429.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,372358
62,651099,430548_1007,0,1665,65150,84880,396.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,676171,430548_1007,0,1665,39635,112911,336.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,424975,430548_1007,0,1665,329697,249966,309.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,424975,430548_1007,0,1665,329697,249966,309.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,838508,430548_1007,0,1665,391476,38817,249.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,396367
62,838508,430548_1007,0,1665,391476,38817,249.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,396367
62,789137,430548_1007,1,1665,162934,185384,399.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,255820
62,789137,430548_1007,1,1665,162934,185384,399.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,255820
62,789137,430548_1007,1,1665,162934,185384,399.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,255820
62,681299,430548_1007,0,1665,360936,13787,112.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,727788,430548_1007,0,1665,17993,59662,468.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,785695,430548_1007,0,1665,141986,87631,288.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,671434,430548_1007,0,1665,122675,152319,248.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,212013
62,671434,430548_1007,0,1665,122675,152319,248.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,212013
62,671434,430548_1007,1,1665,122675,152319,248.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,212013
62,689453,430548_1007,0,1665,124000,82948,298.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,113980
62,539876,430548_1007,0,1665,165543,186515,225.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,234846
62,765108,430548_1007,0,1665,36464,119840,328.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,999999999
62,681970,430548_1007,0,1665,239323,150711,588.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,83836
62,681970,430548_1007,0,1665,239323,150711,588.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,83836
62,681970,430548_1007,0,1665,239323,150711,588.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,83836
62,681970,430548_1007,0,1665,239323,150711,588.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,83836
62,828024,430548_1007,0,1665,280804,234234,198.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,404383
62,562007,430548_1007,0,1665,61283,145063,705.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,76781
62,711139,430548_1007,0,1665,200970,85689,468.0,38,5,2,5,2,2,0,3,62_1665,12,1,0,0,4,0,0,0,45,3,0,0,373955
